country,region,year,industry,gas_type,emissions_mt
Indonesia,Asia,2007,Waste,Hfcs,0.45
France,Europe,2003,Industrial Processes,Co2,1.657
Brazil,South America,2008,Land Use,Co2,103.237
South Africa,Africa,2022,Transport,Co2,54.608
Australia,Oceania,2008,Land Use,Ch4,2.904
Russia,Europe,2011,Transport,Co2,123.526
South Africa,Africa,2000,Buildings,Ch4,2.734
United States,North America,2018,Land Use,Co2,37.826
United Kingdom,Europe,2000,Waste,Hfcs,0.125
Australia,Oceania,2003,Transport,Co2,75.957
Russia,Europe,2013,Transport,Co2,123.526
China,Asia,2014,Energy,N2O,123.526
Germany,Europe,2006,Energy,Ch4,40.706
Germany,Europe,2011,Agriculture,Ch4,29.574
China,Asia,2016,Energy,Co2,123.526
United States,North America,2017,Waste,Sf6,1.594
Mexico,North America,2012,Waste,N2O,4.483
India,Asia,2012,Transport,N2O,70.7
Indonesia,Asia,2016,Land Use,Co2,96.426
Canada,North America,2009,Transport,N2O,17.167
Canada,North America,2016,Energy,Co2,123.526
South Africa,Africa,2006,Buildings,Co2,12.717
Japan,Asia,2001,Energy,Hfcs,13.187
South Korea,Asia,2011,Transport,N2O,13.101
Russia,Europe,2000,,Co2,7.128
France,Europe,2018,Waste,Hfcs,0.109
United Kingdom,Europe,2001,Agriculture,N2O,12.635
Indonesia,Asia,2005,Waste,Sf6,0.425
South Africa,Africa,2004,Buildings,Co2,11.72
United Kingdom,Europe,2020,Agriculture,Hfcs,0.975
Australia,Oceania,2000,Manufacturing,Hfcs,4.725
Russia,Europe,2001,Transport,Hfcs,11.621
Germany,Europe,2004,Waste,Hfcs,0.306
Russia,Europe,2003,Agriculture,Sf6,2.021
China,Asia,2004,Buildings,Co2,123.526
Mexico,North America,2000,Agriculture,Sf6,0.626
Germany,Europe,2011,Transport,Hfcs,4.732
India,Asia,2007,Manufacturing,Hfcs,84.934
South Korea,Asia,2019,Transport,N2O,14.592
India,Asia,2000,Industrial Processes,Co2,33.683
United States,North America,2002,Manufacturing,N2O,69.46
Canada,North America,2011,Agriculture,N2O,20.879
Japan,Asia,2010,Buildings,Sf6,1.047
Germany,Europe,2004,Industrial Processes,Co2,7.16
United States,North America,2010,Industrial Processes,Sf6,8.409
United Kingdom,Europe,2002,Buildings,Ch4,10.411
South Korea,Asia,2015,Land Use,Sf6,0.1
United Kingdom,Europe,2017,Agriculture,Co2,2.937
South Korea,Asia,2020,Industrial Processes,Ch4,0.874
Australia,Oceania,2012,Buildings,Sf6,0.372
South Korea,Asia,2003,Transport,N2O,11.492
Mexico,North America,2018,Manufacturing,Hfcs,84.75
Canada,North America,2000,Agriculture,Sf6,0.709
France,Europe,2021,Waste,N2O,1.655
United States,North America,2006,Agriculture,Co2,50.239
Australia,Oceania,2023,Industrial Processes,N2O,1.021
Japan,Asia,2008,Waste,Hfcs,0.333
India,Asia,2007,Industrial Processes,Hfcs,20.765
Brazil,South America,2003,Waste,Hfcs,0.352
United Kingdom,Europe,2020,Buildings,Hfcs,5.837
Russia,Europe,2001,Waste,Hfcs,0.586
Germany,Europe,2019,Waste,Sf6,0.218
South Korea,Asia,2009,Industrial Processes,Co2,6.036
Japan,Asia,2003,Transport,Co2,123.526
France,Europe,2008,Land Use,Sf6,0.1
France,Europe,2004,Buildings,Sf6,0.698
Canada,North America,2002,Energy,N2O,12.411
Russia,Europe,2004,Energy,Hfcs,26.266
France,Europe,2010,Transport,N2O,10.636
Canada,North America,2018,,Co2,7.128
Brazil,South America,2018,Buildings,Sf6,0.1
United States,North America,2011,Land Use,Sf6,1.012
France,Europe,2016,Agriculture,Co2,5.329
China,Asia,2002,Agriculture,N2O,123.526
South Africa,Africa,2017,Waste,Hfcs,0.246
Mexico,North America,2009,Waste,Ch4,14.425
Japan,Asia,2004,Land Use,Ch4,0.1
France,Europe,2002,Waste,Hfcs,0.125
Russia,Europe,2005,Manufacturing,Hfcs,32.673
Mexico,North America,2010,Land Use,Ch4,3.419
Brazil,South America,2002,Transport,Hfcs,4.973
Russia,Europe,2023,Buildings,Ch4,19.167
,Africa,2002,Energy,Ch4,7.128
South Africa,Africa,2008,Transport,Ch4,2.799
Australia,Oceania,2010,Buildings,Hfcs,4.913
South Korea,Asia,2001,Buildings,Sf6,0.656
South Africa,Africa,2013,Manufacturing,Sf6,3.413
South Korea,Asia,2006,Energy,Hfcs,6.961
Japan,Asia,2014,Manufacturing,Sf6,10.925
Mexico,North America,2019,Waste,Sf6,0.307
United States,North America,2003,Energy,Sf6,39.911
Germany,Europe,2007,Waste,N2O,4.922
India,Asia,2021,Manufacturing,N2O,88.176
Mexico,North America,2016,Transport,Hfcs,5.579
China,Asia,2010,Waste,Hfcs,7.225
Brazil,South America,2017,Land Use,Hfcs,11.079
Japan,Asia,2023,Buildings,Hfcs,13.728
Indonesia,Asia,2010,Transport,N2O,11.347
South Africa,Africa,2003,Waste,Sf6,0.233
Brazil,South America,2015,Waste,Co2,8.281
India,Asia,2019,Manufacturing,Hfcs,123.526
South Korea,Asia,2009,Waste,Ch4,12.537
South Korea,Asia,2007,Manufacturing,Hfcs,20.948
China,Asia,2010,Transport,Hfcs,94.575
Mexico,North America,2009,Manufacturing,Sf6,3.298
United States,North America,2016,Transport,Hfcs,54.78
Germany,Europe,2021,Transport,Hfcs,4.386
Canada,North America,2000,Buildings,Ch4,12.665
South Korea,Asia,2012,Industrial Processes,Hfcs,3.934
Canada,North America,2012,Land Use,Hfcs,0.569
Germany,Europe,2015,Agriculture,Sf6,0.563
Germany,Europe,2018,Energy,Co2,120.896
Australia,Oceania,2007,Manufacturing,Hfcs,5.108
Russia,Europe,2004,Waste,Sf6,0.61
Australia,Oceania,2015,Energy,Co2,123.526
China,Asia,2023,Waste,Sf6,12.516
South Korea,Asia,2001,Manufacturing,Hfcs,18.961
Canada,North America,2023,Manufacturing,Co2,45.202
India,Asia,2023,Waste,Co2,93.844
Australia,Oceania,2002,Land Use,Co2,6.13
Australia,Oceania,2001,Manufacturing,Co2,33.116
South Korea,Asia,2021,Waste,Co2,5.557
Canada,North America,2008,Transport,N2O,16.631
United Kingdom,Europe,2019,Energy,Hfcs,2.474
Brazil,South America,2010,Agriculture,Co2,27.147
Canada,North America,2018,Industrial Processes,Ch4,0.704
Brazil,South America,2023,Manufacturing,Hfcs,7.941
Canada,North America,2017,Transport,Ch4,8.843
United States,North America,2018,Agriculture,Ch4,123.526
Russia,Europe,2014,Buildings,Hfcs,19.091
Russia,Europe,2020,Waste,N2O,9.121
United States,North America,2011,Buildings,Ch4,104.876
South Africa,Africa,2011,Land Use,Hfcs,0.431
Indonesia,Asia,2002,Buildings,Ch4,1.215
China,Asia,2020,Manufacturing,Sf6,123.526
Germany,Europe,2012,Manufacturing,Sf6,5.993
Russia,Europe,2022,Manufacturing,Ch4,35.428
Russia,Europe,2004,Industrial Processes,N2O,1.852
Russia,Europe,2004,Manufacturing,Hfcs,33.155
South Africa,Africa,2019,Land Use,Ch4,2.18
France,Europe,2008,Energy,Hfcs,2.657
South Korea,Asia,2005,Transport,N2O,11.014
Germany,Europe,2002,Land Use,Co2,2.839
,Europe,2022,Industrial Processes,N2O,7.128
China,Asia,2010,Transport,Sf6,20.752
United States,North America,2008,Transport,Co2,123.526
United Kingdom,Europe,2023,Energy,Co2,49.539
South Africa,Africa,2022,Transport,Sf6,0.607
Russia,Europe,2017,Manufacturing,Hfcs,35.53
Japan,Asia,2020,Waste,N2O,4.614
United States,North America,2003,Agriculture,Ch4,123.526
South Africa,Africa,2020,Industrial Processes,Hfcs,1.292
China,Asia,2001,Land Use,Hfcs,17.48
Russia,Europe,2008,Energy,Sf6,18.07
Canada,North America,2018,Energy,Ch4,44.71
France,Europe,2008,Agriculture,Co2,6.909
Brazil,South America,2014,Energy,Ch4,36.279
Indonesia,Asia,2014,Transport,Co2,104.851
China,Asia,2007,Agriculture,Ch4,123.526
Japan,Asia,2023,Transport,N2O,17.011
South Korea,Asia,2015,Energy,N2O,15.071
France,Europe,2012,Industrial Processes,Ch4,0.166
France,Europe,2012,Waste,Hfcs,0.101
India,Asia,2004,Transport,Sf6,5.515
Japan,Asia,2000,Waste,Hfcs,0.349
United States,North America,2021,Energy,Ch4,123.526
Mexico,North America,2021,Agriculture,N2O,25.88
Indonesia,Asia,2007,Manufacturing,Sf6,3.688
United States,North America,2015,Manufacturing,Ch4,57.204
Japan,Asia,2008,Land Use,N2O,0.1
China,Asia,2007,Industrial Processes,Hfcs,93.27
Germany,Europe,2001,Waste,Sf6,0.305
,Europe,2018,Agriculture,Ch4,7.128
Mexico,North America,2017,Agriculture,Sf6,0.76
Germany,Europe,2005,Land Use,Sf6,0.1
United States,North America,2021,Waste,Co2,30.463
United Kingdom,Europe,2021,Waste,Ch4,6.0
South Korea,Asia,2021,Manufacturing,Ch4,24.37
China,Asia,2003,Buildings,Sf6,8.689
Australia,Oceania,2002,Agriculture,Co2,7.616
Canada,North America,2023,Manufacturing,Ch4,6.915
Canada,North America,2014,Manufacturing,Hfcs,6.84
United Kingdom,Europe,2003,Agriculture,Sf6,0.434
Indonesia,Asia,2022,Transport,Sf6,1.779
Canada,North America,2011,Industrial Processes,Co2,6.431
Canada,North America,2010,Agriculture,N2O,21.987
United Kingdom,Europe,2012,Buildings,Sf6,0.583
France,Europe,2022,Manufacturing,N2O,1.365
South Korea,Asia,2004,Energy,Co2,123.526
United States,North America,2021,Land Use,Co2,43.526
Australia,Oceania,2001,Buildings,Ch4,5.537
China,Asia,2002,Transport,Co2,123.526
Japan,Asia,2015,Industrial Processes,Ch4,0.477
United States,North America,2006,Manufacturing,Sf6,32.664
Australia,Oceania,2000,Buildings,Co2,20.777
South Africa,Africa,2005,Land Use,Hfcs,0.38
Canada,North America,2003,Buildings,N2O,9.515
South Korea,Asia,2011,Agriculture,N2O,12.35
Australia,Oceania,2016,Industrial Processes,Co2,4.349
United Kingdom,Europe,2011,Agriculture,Sf6,0.342
South Korea,Asia,2014,Agriculture,Hfcs,1.633
South Africa,Africa,2020,Transport,Hfcs,2.339
Germany,Europe,2001,Transport,Sf6,1.544
China,Asia,2014,Land Use,Sf6,7.366
Indonesia,Asia,2010,Waste,Ch4,29.906
United Kingdom,Europe,2001,Waste,Sf6,0.138
Indonesia,Asia,2003,Agriculture,Ch4,86.387
Germany,Europe,2020,Industrial Processes,Sf6,1.521
Russia,Europe,2022,Waste,Co2,10.522
South Korea,Asia,2017,Manufacturing,N2O,22.417
South Africa,Africa,2016,Waste,Co2,5.03
South Africa,Africa,2004,Industrial Processes,Ch4,0.255
Japan,Asia,2020,Industrial Processes,Co2,3.665
China,Asia,2001,Buildings,Ch4,120.234
Brazil,South America,2023,Transport,Hfcs,6.096
South Korea,Asia,2016,Industrial Processes,Co2,7.207
Japan,Asia,2001,Energy,N2O,23.152
,Europe,2019,Transport,Hfcs,7.128
Indonesia,Asia,2002,Waste,Ch4,26.266
France,Europe,2023,Land Use,Hfcs,0.109
Indonesia,Asia,2012,Agriculture,N2O,61.687
Canada,North America,2008,Industrial Processes,Hfcs,3.635
Brazil,South America,2011,Manufacturing,Co2,46.87
Canada,North America,2004,Buildings,N2O,8.169
Canada,North America,2014,Waste,Sf6,0.259
France,Europe,2022,Transport,Co2,71.182
France,Europe,2012,Land Use,Co2,1.301
Indonesia,Asia,2007,Energy,Co2,123.526
Russia,Europe,2022,Agriculture,Sf6,1.92
China,Asia,2023,Industrial Processes,Hfcs,123.526
China,Asia,2011,Land Use,N2O,123.526
United States,North America,2013,Land Use,Hfcs,3.887
India,Asia,2009,Agriculture,Co2,91.268
Mexico,North America,2016,Waste,Ch4,18.086
South Korea,Asia,2023,Buildings,Sf6,0.845
Brazil,South America,2021,Transport,Hfcs,6.629
Brazil,South America,2010,Manufacturing,Hfcs,6.493
United States,North America,2012,Industrial Processes,Sf6,7.895
United Kingdom,Europe,2008,Agriculture,Ch4,18.928
Germany,Europe,2019,Transport,Sf6,1.068
Russia,Europe,2000,Manufacturing,Sf6,16.668
Indonesia,Asia,2001,Buildings,Co2,6.292
Brazil,South America,2023,Manufacturing,Co2,51.082
United Kingdom,Europe,2012,Waste,N2O,1.797
Australia,Oceania,2004,Buildings,N2O,3.318
United Kingdom,Europe,2011,Industrial Processes,Hfcs,0.791
Russia,Europe,2009,Industrial Processes,Co2,8.658
United Kingdom,Europe,2009,Buildings,N2O,5.554
Indonesia,Asia,2014,Waste,Hfcs,0.559
United Kingdom,Europe,2019,Industrial Processes,Sf6,0.417
South Africa,Africa,2007,Manufacturing,Ch4,7.415
Australia,Oceania,2016,Transport,Ch4,4.729
Germany,Europe,2015,Transport,N2O,12.383
Germany,Europe,2014,Buildings,Co2,47.391
South Korea,Asia,2006,Waste,Co2,4.019
United Kingdom,Europe,2004,Land Use,Ch4,0.816
Indonesia,Asia,2018,Manufacturing,N2O,10.079
Canada,North America,2012,Buildings,N2O,7.975
South Korea,Asia,2007,Land Use,Ch4,1.38
Canada,North America,2012,Waste,Hfcs,0.303
France,Europe,2010,Waste,Ch4,5.838
China,Asia,2003,Transport,N2O,123.526
Brazil,South America,2017,Energy,N2O,9.606
Germany,Europe,2021,Buildings,Ch4,10.651
Canada,North America,2023,Transport,Co2,123.526
Canada,North America,2018,Land Use,N2O,5.082
United States,North America,2007,Buildings,Sf6,6.702
Canada,North America,2011,Waste,N2O,5.012
Germany,Europe,2014,Waste,Sf6,0.253
United Kingdom,Europe,2003,Manufacturing,Ch4,6.013
Canada,North America,2019,Waste,Hfcs,0.277
Brazil,South America,2021,Manufacturing,Hfcs,7.748
France,Europe,2014,Industrial Processes,Hfcs,0.835
United Kingdom,Europe,2001,Energy,Co2,85.769
Russia,Europe,2021,Land Use,Hfcs,1.61
China,Asia,2006,Industrial Processes,Co2,123.526
Germany,Europe,2020,Industrial Processes,Ch4,0.461
United Kingdom,Europe,2014,Land Use,Co2,1.289
United States,North America,2007,Land Use,N2O,40.9
Australia,Oceania,2003,Land Use,Hfcs,0.625
Australia,Oceania,2018,Manufacturing,Sf6,2.489
Australia,Oceania,2018,Land Use,N2O,5.399
Canada,North America,2019,Agriculture,N2O,19.922
United States,North America,2023,Manufacturing,N2O,54.288
South Africa,Africa,2002,Waste,Ch4,14.736
South Africa,Africa,2015,Waste,Ch4,16.671
Mexico,North America,2005,Transport,Ch4,6.189
Australia,Oceania,2018,Waste,Sf6,0.209
South Africa,Africa,2021,Energy,Co2,123.526
Indonesia,Asia,2015,Agriculture,Co2,21.234
Germany,Europe,2022,Buildings,Co2,44.594
Canada,North America,2003,Manufacturing,N2O,7.122
India,Asia,2022,Waste,Ch4,123.526
China,Asia,2017,Industrial Processes,Co2,123.526
United Kingdom,Europe,2015,Manufacturing,Sf6,2.014
Russia,Europe,2002,Agriculture,Hfcs,8.25
Germany,Europe,2010,Agriculture,Co2,5.768
United States,North America,2003,Industrial Processes,Hfcs,14.009
United Kingdom,Europe,2010,Buildings,Ch4,8.236
France,Europe,2016,Land Use,Hfcs,0.128
Russia,Europe,2008,Buildings,N2O,12.757
South Korea,Asia,2014,Waste,Hfcs,0.244
South Africa,Africa,2005,Energy,Ch4,47.06
India,Asia,2009,Industrial Processes,Ch4,4.322
Japan,Asia,2018,Manufacturing,N2O,22.525
Brazil,South America,2012,Energy,Hfcs,5.553
France,Europe,2022,Buildings,Ch4,7.095
Canada,North America,2014,Land Use,Hfcs,0.547
France,Europe,2017,Energy,Ch4,15.691
Brazil,South America,2009,Agriculture,Hfcs,10.169
Indonesia,Asia,2001,Manufacturing,Hfcs,6.749
South Korea,Asia,2002,Land Use,N2O,2.317
Japan,Asia,2012,Agriculture,Co2,4.008
South Africa,Africa,2003,Land Use,Co2,3.733
Japan,Asia,2002,Transport,Co2,123.526
Germany,Europe,2001,Agriculture,Sf6,0.732
South Africa,Africa,2008,Waste,Sf6,0.257
United Kingdom,Europe,2021,Transport,Ch4,3.515
Brazil,South America,2015,Agriculture,N2O,97.645
United States,North America,2022,Buildings,Sf6,6.738
Australia,Oceania,2000,Manufacturing,N2O,4.763
South Africa,Africa,2009,Agriculture,N2O,19.226
Germany,Europe,2023,Manufacturing,Sf6,4.812
United States,North America,2004,Waste,Co2,36.676
France,Europe,2005,Agriculture,Co2,6.873
South Africa,Africa,2013,Industrial Processes,N2O,0.512
Japan,Asia,2006,Transport,Ch4,11.143
China,Asia,2018,Agriculture,Hfcs,81.332
France,Europe,2002,Industrial Processes,Hfcs,0.962
Mexico,North America,2003,Waste,Sf6,0.257
Indonesia,Asia,2009,Land Use,Sf6,2.003
India,Asia,2013,Manufacturing,N2O,100.519
United Kingdom,Europe,2012,Agriculture,N2O,9.759
Australia,Oceania,2018,Transport,Co2,74.698
Mexico,North America,2013,Manufacturing,Sf6,4.116
Japan,Asia,2012,Agriculture,Sf6,0.434
South Africa,Africa,2004,Manufacturing,Co2,46.319
France,Europe,2008,Energy,Co2,59.792
Germany,Europe,2003,Energy,Hfcs,6.867
Russia,Europe,2013,Agriculture,Ch4,108.419
Australia,Oceania,2014,Manufacturing,N2O,5.48
United Kingdom,Europe,2016,Buildings,Ch4,7.873
Mexico,North America,2006,Manufacturing,Ch4,6.829
Indonesia,Asia,2011,Agriculture,Hfcs,7.706
Brazil,South America,2010,Energy,N2O,8.42
Russia,Europe,2022,,,7.128
South Africa,Africa,2000,Land Use,Ch4,1.949
Indonesia,Asia,2005,Waste,Hfcs,0.434
South Korea,Asia,2003,Energy,N2O,12.82
Australia,Oceania,2005,Buildings,N2O,3.739
Mexico,North America,2009,Waste,N2O,4.213
South Korea,Asia,2000,Waste,Ch4,11.801
Mexico,North America,2017,Manufacturing,Hfcs,7.7
Canada,North America,2012,Buildings,Sf6,0.901
South Africa,Africa,2000,Industrial Processes,,7.128
Canada,North America,2013,Waste,N2O,4.967
Russia,Europe,2011,Energy,N2O,45.394
Mexico,North America,2002,Energy,Sf6,2.884
Japan,Asia,2019,Industrial Processes,Hfcs,2.447
South Korea,Asia,2013,Buildings,Ch4,11.25
Brazil,South America,2018,Manufacturing,Sf6,3.388
South Africa,Africa,2015,Agriculture,Hfcs,2.938
United Kingdom,Europe,2003,Agriculture,Co2,3.93
France,Europe,2012,Agriculture,Sf6,0.655
,North America,2020,Land Use,Hfcs,7.128
United States,North America,2018,Agriculture,N2O,123.526
Brazil,South America,2016,Land Use,Hfcs,10.249
Canada,North America,2010,Energy,Co2,123.526
South Africa,Africa,2002,Industrial Processes,Hfcs,1.3
China,Asia,2012,Agriculture,Hfcs,60.846
Brazil,South America,2010,Land Use,Sf6,2.511
China,Asia,2003,Industrial Processes,N2O,35.158
Indonesia,Asia,2011,Land Use,N2O,78.885
Mexico,North America,2006,Energy,Sf6,3.154
Brazil,South America,2005,Buildings,Ch4,1.296
Germany,Europe,2016,Industrial Processes,Co2,5.134
Germany,Europe,2023,Buildings,Hfcs,9.524
Australia,Oceania,2014,Land Use,Hfcs,0.612
Indonesia,Asia,2019,Land Use,Sf6,2.633
India,Asia,2009,Transport,N2O,61.081
Canada,North America,2009,Land Use,Co2,5.581
Germany,Europe,2008,Land Use,N2O,2.382
United States,North America,2000,Transport,Co2,123.526
Russia,Europe,2015,Agriculture,N2O,60.852
Brazil,South America,2006,Buildings,Co2,5.59
India,Asia,2008,Agriculture,N2O,123.526
South Korea,Asia,2019,Energy,Sf6,5.728
India,Asia,2016,Manufacturing,Hfcs,106.756
China,Asia,2010,Industrial Processes,Hfcs,114.682
Russia,Europe,2020,Manufacturing,Hfcs,33.713
South Korea,Asia,2005,Agriculture,Sf6,0.35
United States,North America,2016,Agriculture,Sf6,4.475
South Africa,Africa,2018,Land Use,Hfcs,0.441
United Kingdom,Europe,2013,Waste,Ch4,6.0
Germany,Europe,2007,Manufacturing,Sf6,7.008
South Korea,Asia,2011,Waste,Sf6,0.221
Mexico,North America,2002,Transport,Ch4,6.087
Mexico,North America,2005,Land Use,Co2,5.723
China,Asia,2011,Waste,N2O,123.526
Canada,North America,2016,Agriculture,N2O,19.435
China,Asia,2018,Industrial Processes,Ch4,30.971
Germany,Europe,2012,Buildings,N2O,9.24
Canada,North America,2002,Waste,Co2,6.236
India,Asia,2019,Transport,Hfcs,37.638
United States,North America,2003,Agriculture,Co2,56.108
France,Europe,2005,Manufacturing,N2O,1.994
South Korea,Asia,2014,Land Use,N2O,2.609
France,Europe,2005,Buildings,Ch4,10.359
Japan,Asia,2023,Land Use,Ch4,0.1
Japan,Asia,2011,Industrial Processes,Sf6,1.537
Mexico,North America,2015,Buildings,Co2,28.671
United States,North America,2010,Agriculture,Sf6,4.686
Brazil,South America,2021,Transport,Co2,116.328
United States,North America,2022,Buildings,N2O,59.3
Australia,Oceania,2015,Buildings,Ch4,5.416
South Korea,Asia,2000,Agriculture,Co2,3.028
Germany,Europe,2007,Transport,Sf6,1.278
Indonesia,Asia,2012,Manufacturing,Hfcs,8.159
Indonesia,Asia,2006,Energy,Hfcs,9.35
South Korea,Asia,2017,Agriculture,Hfcs,1.74
United States,North America,2022,Industrial Processes,Hfcs,11.635
South Africa,Africa,2015,Buildings,Ch4,3.335
South Africa,Africa,2010,Buildings,Hfcs,2.999
South Korea,Asia,2019,Land Use,Co2,3.296
United States,North America,2003,Industrial Processes,Sf6,8.215
Japan,Asia,2000,Industrial Processes,Hfcs,2.779
Australia,Oceania,2004,Manufacturing,Ch4,5.11
Indonesia,Asia,2000,Land Use,Sf6,1.627
Mexico,North America,2016,,Sf6,7.128
Brazil,South America,2002,Buildings,Hfcs,1.264
Australia,Oceania,2004,Industrial Processes,Ch4,0.504
India,Asia,2006,Waste,Ch4,123.526
Japan,Asia,2011,Industrial Processes,N2O,1.023
United Kingdom,Europe,2021,Agriculture,Ch4,16.22
Australia,Oceania,2004,Buildings,Ch4,5.709
Germany,Europe,2019,Industrial Processes,Co2,5.26
Russia,Europe,2013,Waste,Co2,11.761
United States,North America,2011,Land Use,N2O,37.537
France,Europe,2008,Energy,Ch4,16.264
United Kingdom,Europe,2023,Manufacturing,Sf6,1.754
Japan,Asia,2021,Waste,N2O,5.51
South Korea,Asia,2017,Agriculture,N2O,12.351
India,Asia,2006,Agriculture,Sf6,8.229
,South America,2006,Manufacturing,Hfcs,7.128
France,Europe,2016,Waste,Co2,1.861
India,Asia,2004,Buildings,N2O,34.169
South Africa,Africa,2006,Industrial Processes,Co2,2.123
South Africa,Africa,2004,Agriculture,Sf6,0.684
India,Asia,2018,Manufacturing,Ch4,123.054
Mexico,North America,2017,Waste,Hfcs,0.305
Australia,Oceania,2010,Agriculture,Sf6,0.826
France,Europe,2012,Transport,N2O,9.948
India,Asia,2000,Agriculture,Sf6,7.198
United Kingdom,Europe,2021,Buildings,Co2,28.073
Russia,Europe,2001,Land Use,N2O,14.437
South Africa,Africa,2007,Buildings,Ch4,2.782
Canada,North America,2003,Energy,Hfcs,7.243
South Africa,Africa,2015,Land Use,Sf6,0.1
South Korea,Asia,2019,Manufacturing,N2O,23.694
Russia,Europe,2014,Waste,N2O,10.633
Canada,North America,2018,Waste,Ch4,17.333
Brazil,South America,2021,Land Use,Sf6,2.828
China,Asia,2018,Industrial Processes,Hfcs,123.526
Germany,Europe,2022,Agriculture,Co2,4.336
Russia,Europe,2010,Land Use,N2O,14.039
China,Asia,2020,Waste,Sf6,10.111
Germany,Europe,2010,Transport,Co2,111.86
South Korea,Asia,2001,Buildings,Hfcs,8.943
Brazil,South America,2009,Manufacturing,Hfcs,6.502
