country,region,year,industry,gas_type,emissions_mt
Australia,Oceania,2014,Waste,HFCs,0.202
South Korea,Asia,2006,Buildings,SF6,0.697
Russia,Europe,2006,Transport,CH4,14.13
United States,North America,2004,Industrial Processes,CH4,2.724
Australia,Oceania,2022,Agriculture,CH4,49.166
China,Asia,2000,Land Use,N2O,130.257
United Kingdom,Europe,2005,Manufacturing,HFCs,5.43
France,Europe,2018,Agriculture,CO2,5.528
United States,North America,2009,Manufacturing,CH4,58.855
Mexico,North America,2015,Industrial Processes,HFCs,1.495
Japan,Asia,2005,Land Use,N2O,0.1
Indonesia,Asia,2023,Manufacturing,CH4,
South Korea,Asia,2022,Transport,CO2,116.222
United States,North America,2016,Agriculture,CO2,
China,Asia,2023,Manufacturing,SF6,311.861
,Africa,2023,Waste,CH4,16.963
Germany,Europe,2004,Buildings,HFCs,15.217
Brazil,South America,2013,Buildings,CO2,6.26
Japan,Asia,2023,Waste,HFCs,0.294
Mexico,North America,2001,Land Use,CO2,5.805
China,Asia,2018,Waste,CO2,215.533
Germany,Europe,2006,Energy,HFCs,6.63
Brazil,South America,2018,Buildings,HFCs,1.34
India,Asia,2023,Industrial Processes,N2O,14.713
Germany,Europe,2020,Buildings,CO2,41.797
United States,North America,2019,Buildings,CH4,100.275
Australia,Oceania,2008,Land Use,N2O,5.198
India,Asia,2018,Agriculture,CH4,700.111
Canada,North America,2005,Agriculture,CO2,71.04
Russia,Europe,2003,Energy,N2O,42.816
United States,North America,2021,,CH4,92.559
South Korea,Asia,2019,Agriculture,CH4,22.258
United States,North America,2009,Agriculture,CO2,46.781
Indonesia,Asia,2007,Waste,CO2,9.191
China,Asia,2023,Industrial Processes,N2O,68.582
India,Asia,2004,Land Use,CO2,45.425
South Korea,Asia,2015,Agriculture,HFCs,1.545
United States,North America,2017,Buildings,CO2,400.847
Brazil,South America,2018,Agriculture,SF6,3.349
United Kingdom,Europe,2012,Energy,HFCs,2.788
Mexico,North America,2011,Waste,HFCs,0.284
China,Asia,2016,Manufacturing,CO2,2862.235
South Africa,Africa,2013,Energy,CH4,49.776
South Africa,Africa,2021,Industrial Processes,N2O,0.514
South Korea,Asia,2008,Waste,SF6,0.23
Mexico,North America,2009,Buildings,CO2,25.941
India,Asia,2006,Industrial Processes,SF6,12.66
Russia,Europe,2002,Energy,CO2,595.69
Germany,Europe,2020,Energy,CO2,111.746
Indonesia,Asia,2006,Energy,SF6,6.423
Mexico,North America,2004,Energy,SF6,2.923
France,Europe,2013,Transport,SF6,1.018
Canada,North America,2005,Industrial Processes,HFCs,3.776
Japan,Asia,2000,Energy,CO2,315.778
United States,North America,2011,Transport,CO2,1198.45
Japan,Asia,2005,Buildings,HFCs,16.371
India,Asia,2017,Waste,CO2,80.973
Australia,Oceania,2005,Buildings,,5.572
Japan,Asia,2002,Agriculture,CO2,4.548
Japan,Asia,2001,Buildings,N2O,11.038
United Kingdom,Europe,2022,Manufacturing,CH4,3.626
Russia,Europe,2006,Waste,HFCs,
United Kingdom,Europe,2019,Waste,HFCs,0.1
India,Asia,2023,Land Use,HFCs,9.146
Germany,Europe,2001,Industrial Processes,CH4,0.813
Japan,Asia,2003,Waste,HFCs,0.364
France,Europe,2007,Energy,N2O,4.7
Australia,Oceania,2011,Manufacturing,N2O,4.773
Canada,North America,2021,Agriculture,N2O,19.876
China,Asia,2001,Industrial Processes,CH4,16.277
South Korea,Asia,2017,Industrial Processes,HFCs,
Australia,Oceania,2007,Manufacturing,CO2,33.715
South Africa,Africa,2001,Waste,HFCs,0.235
Australia,Oceania,2008,Agriculture,N2O,23.509
India,Asia,2008,Buildings,CO2,259.783
United States,North America,2020,Manufacturing,CO2,345.472
Japan,Asia,2000,Transport,N2O,25.749
Japan,Asia,2009,Energy,HFCs,12.081
China,Asia,2002,Agriculture,HFCs,43.688
United Kingdom,Europe,2007,Manufacturing,CO2,32.106
Germany,Europe,2004,Transport,N2O,14.542
France,Europe,2007,Energy,HFCs,2.574
Japan,Asia,2013,Waste,SF6,0.317
Australia,Oceania,2005,Energy,N2O,9.683
Russia,Europe,2007,Buildings,CH4,19.869
Indonesia,Asia,2010,Energy,SF6,6.935
United States,North America,2002,Industrial Processes,CH4,2.886
India,Asia,2010,Manufacturing,HFCs,83.479
Japan,Asia,2016,Manufacturing,CH4,21.299
United States,North America,2023,Transport,CO2,1060.057
Mexico,North America,2013,Agriculture,CH4,42.988
South Africa,Africa,2008,Energy,CO2,154.784
France,Europe,2016,Land Use,CO2,1.316
Japan,Asia,2017,Land Use,SF6,0.1
Indonesia,Asia,2005,Manufacturing,CH4,7.384
United Kingdom,Europe,2003,Industrial Processes,CH4,0.2
India,Asia,2020,Industrial Processes,SF6,18.069
Canada,North America,2009,,N2O,20.829
France,Europe,2015,Energy,CH4,14.921
Germany,Europe,2004,Land Use,CO2,3.032
Russia,Europe,2011,Land Use,N2O,14.429
United States,North America,2011,Industrial Processes,N2O,5.548
United States,North America,2006,Land Use,HFCs,4.18
South Korea,Asia,2008,Agriculture,SF6,0.376
Germany,Europe,2011,Energy,CH4,39.876
Brazil,South America,2016,Buildings,N2O,0.95
Indonesia,Asia,2018,Land Use,HFCs,10.313
Russia,Europe,2005,Buildings,N2O,14.706
India,Asia,2013,Waste,CO2,62.547
Brazil,South America,2012,Transport,N2O,14.524
Brazil,South America,2016,Transport,N2O,13.889
China,Asia,2011,Transport,SF6,21.553
South Korea,Asia,2014,Transport,CH4,6.114
Mexico,North America,2021,Manufacturing,CO2,58.169
Russia,Europe,2018,Buildings,CH4,19.005
India,Asia,2009,Industrial Processes,N2O,8.817
India,Asia,2006,Waste,CO2,55.249
Germany,Europe,2015,Industrial Processes,N2O,1.155
United States,North America,2023,Agriculture,CO2,40.107
United States,North America,2004,Industrial Processes,CO2,26.985
Indonesia,Asia,2009,Buildings,N2O,0.966
South Korea,Asia,2001,Agriculture,HFCs,1.385
,South America,2006,Energy,CO2,121.775
United States,North America,2019,Transport,HFCs,-58.308
Mexico,North America,2014,Energy,SF6,3.271
United Kingdom,Europe,2020,Manufacturing,SF6,1.782
Canada,North America,2013,Agriculture,CH4,
United Kingdom,Europe,2023,Manufacturing,N2O,3.289
France,Europe,2008,Land Use,CO2,1.338
Australia,Oceania,2003,Agriculture,N2O,24.362
Germany,Europe,2013,Land Use,N2O,2.203
India,Asia,2014,Buildings,HFCs,76.593
France,Europe,2021,Transport,CO2,72.621
India,Asia,2013,Buildings,HFCs,69.736
Japan,Asia,2014,,CO2,151.733
India,Asia,2023,Transport,CH4,56.537
Australia,Oceania,2008,Industrial Processes,HFCs,2.381
Germany,Europe,2022,Land Use,CH4,
United States,North America,2016,Agriculture,N2O,138.664
Mexico,North America,2015,Manufacturing,CO2,54.749
India,Asia,2006,Land Use,CH4,27.496
United States,North America,2019,Transport,SF6,14.136
France,Europe,2007,Energy,CO2,65.661
United Kingdom,Europe,2012,Industrial Processes,HFCs,0.776
South Korea,Asia,2001,Energy,CO2,163.037
South Africa,Africa,2016,Buildings,CH4,3.237
Japan,Asia,2001,Industrial Processes,HFCs,2.899
South Africa,Africa,2019,,N2O,3.52
South Africa,Africa,2004,Energy,CH4,44.74
France,Europe,2004,Buildings,CH4,11.013
Germany,Europe,2005,Transport,N2O,14.611
United Kingdom,Europe,2023,Waste,N2O,1.437
Mexico,North America,2004,Transport,HFCs,4.943
Canada,North America,2006,Manufacturing,N2O,7.66
Japan,Asia,2019,Agriculture,N2O,12.038
Germany,Europe,2010,Energy,CO2,141.126
Canada,North America,2005,Agriculture,HFCs,2.752
South Korea,Asia,2019,Buildings,CO2,55.578
India,Asia,2020,Industrial Processes,CO2,56.337
India,Asia,2014,Agriculture,N2O,354.165
Russia,Europe,2006,Manufacturing,SF6,16.458
South Korea,Asia,2014,Waste,N2O,4.23
South Korea,Asia,2014,Energy,N2O,12.945
Indonesia,Asia,2007,Manufacturing,N2O,7.269
Russia,Europe,2009,Land Use,N2O,13.267
Indonesia,Asia,2021,Waste,CH4,43.638
Mexico,North America,2015,Agriculture,HFCs,2.924
Russia,Europe,2000,Transport,SF6,2.95
China,Asia,2019,Waste,HFCs,10.47
Mexico,North America,2003,Manufacturing,CH4,6.46
,Asia,2014,Buildings,SF6,1.037
United Kingdom,Europe,2004,Energy,CH4,21.486
Australia,Oceania,2021,Energy,HFCs,6.824
Canada,North America,2018,Buildings,HFCs,11.27
Indonesia,Asia,2016,Transport,HFCs,5.749
Brazil,South America,2002,Manufacturing,HFCs,5.91
Russia,Europe,2012,Manufacturing,N2O,32.99
Germany,Europe,2017,Transport,N2O,12.099
Indonesia,Asia,2022,Buildings,HFCs,1.918
,North America,2020,Buildings,CO2,329.696
Brazil,South America,2015,Transport,N2O,13.437
Russia,Europe,2001,Industrial Processes,SF6,3.138
Canada,North America,2005,Land Use,CO2,6.088
South Korea,Asia,2010,Energy,SF6,5.435
China,Asia,2008,Waste,SF6,6.981
Japan,Asia,2003,Waste,N2O,6.491
Canada,North America,2022,Agriculture,HFCs,2.643
Russia,Europe,2011,Waste,SF6,0.556
China,Asia,2001,Energy,N2O,144.378
China,Asia,2020,Energy,CH4,1154.675
Russia,Europe,2016,Transport,SF6,2.643
Australia,Oceania,2000,Land Use,HFCs,0.573
United States,North America,2000,Buildings,CH4,122.071
Russia,Europe,2014,Manufacturing,HFCs,35.606
Japan,Asia,2018,Land Use,CH4,0.1
United Kingdom,Europe,2010,Energy,HFCs,2.985
France,Europe,2000,Energy,CO2,66.246
South Africa,Africa,2013,Buildings,SF6,0.22
,Asia,2020,Industrial Processes,CO2,7.037
South Africa,Africa,2002,Waste,N2O,4.4
Canada,North America,2018,Waste,N2O,5.053
France,Europe,2006,Land Use,N2O,1.289
Canada,North America,2020,Transport,SF6,1.517
India,Asia,2020,Industrial Processes,CH4,6.446
South Africa,Africa,2011,Agriculture,HFCs,3.035
China,Asia,2022,Industrial Processes,CH4,34.38
Germany,Europe,2019,Manufacturing,N2O,11.555
United States,North America,2016,Manufacturing,CH4,66.152
Australia,Oceania,2001,Energy,HFCs,6.114
Brazil,South America,2020,Buildings,CO2,6.249
India,Asia,2005,Waste,CH4,
United States,North America,2021,Land Use,HFCs,4.203
Japan,Asia,2020,Agriculture,CO2,3.269
South Korea,Asia,2000,,N2O,1.388
South Africa,Africa,2013,Land Use,CH4,
Mexico,North America,2020,Land Use,N2O,5.432
Germany,Europe,2021,Land Use,SF6,
Australia,Oceania,2017,Agriculture,SF6,0.813
France,Europe,2009,Industrial Processes,SF6,0.531
United Kingdom,Europe,2021,Manufacturing,CO2,
China,Asia,2019,Buildings,N2O,161.855
Brazil,South America,2001,Transport,SF6,1.253
Indonesia,Asia,2012,Transport,HFCs,5.122
Japan,Asia,2006,Land Use,CH4,0.1
Canada,North America,2013,Transport,SF6,1.845
Australia,Oceania,2019,Manufacturing,CH4,5.275
Mexico,North America,2005,Land Use,SF6,0.142
India,Asia,2012,Energy,CH4,275.874
Canada,North America,2012,Land Use,CH4,2.799
Germany,Europe,2009,Transport,CO2,99.971
Germany,Europe,2020,Energy,CH4,28.91
India,Asia,2005,Land Use,N2O,45.128
Japan,Asia,2010,Manufacturing,CH4,23.19
Russia,Europe,2001,Waste,N2O,10.783
South Africa,Africa,2007,Agriculture,CO2,6.781
Canada,North America,2007,Manufacturing,CO2,49.823
Germany,Europe,2000,Industrial Processes,HFCs,4.037
South Korea,Asia,2009,Land Use,SF6,0.1
Japan,Asia,2013,Industrial Processes,SF6,1.538
France,Europe,2019,Waste,CO2,1.913
Brazil,South America,2000,Buildings,CH4,1.33
Japan,Asia,2003,Land Use,SF6,0.1
Australia,Oceania,2021,Manufacturing,N2O,5.36
Russia,Europe,2003,Buildings,HFCs,18.903
South Korea,Asia,2003,Energy,CO2,154.21
Russia,Europe,2016,Buildings,CH4,21.004
Russia,Europe,2009,Industrial Processes,SF6,2.873
Brazil,South America,2007,Industrial Processes,CH4,0.462
South Africa,Africa,2010,Transport,HFCs,2.434
,Asia,2020,Manufacturing,CH4,24.6
Japan,Asia,2012,Transport,CH4,11.185
India,Asia,2022,Energy,SF6,41.921
India,Asia,2007,Agriculture,CH4,513.724
Indonesia,Asia,2012,Industrial Processes,CH4,0.515
South Africa,Africa,2013,Manufacturing,CO2,44.334
Indonesia,Asia,2010,Industrial Processes,CH4,0.527
Russia,Europe,2006,Agriculture,HFCs,7.913
South Korea,Asia,2003,Land Use,CH4,1.341
South Korea,Asia,2022,Buildings,HFCs,12.064
Canada,North America,2017,,CO2,47.179
Germany,Europe,2012,Energy,CO2,133.533
United Kingdom,Europe,2002,Energy,CO2,83.957
India,Asia,2004,Waste,N2O,46.195
Australia,Oceania,2017,Industrial Processes,CO2,4.87
France,Europe,2010,Waste,SF6,0.108
Germany,Europe,2003,Agriculture,HFCs,2.801
France,Europe,2004,Buildings,HFCs,9.884
Russia,Europe,2003,Land Use,SF6,0.382
France,Europe,2005,Energy,N2O,4.753
Australia,Oceania,2020,Energy,CO2,128.379
Germany,Europe,2020,Buildings,HFCs,10.247
Russia,Europe,2010,Transport,CH4,13.342
India,Asia,2011,Transport,N2O,72.21
Indonesia,Asia,2021,Energy,CO2,357.421
France,Europe,2015,Waste,N2O,1.773
China,Asia,2011,Energy,CO2,3018.108
Mexico,North America,2013,Buildings,CO2,29.887
Indonesia,Asia,2004,Manufacturing,SF6,3.3
Canada,North America,2003,Industrial Processes,CO2,6.58
Germany,Europe,2021,Agriculture,N2O,14.331
Mexico,North America,2013,Agriculture,SF6,0.821
Mexico,North America,2006.0,Industrial Processes,CH4,0.25
Australia,Oceania,2022,Land Use,CH4,3.359
United States,North America,2006,Buildings,SF6,7.249
South Korea,Asia,2015,Agriculture,CH4,23.039
India,Asia,2016,Land Use,N2O,64.259
Russia,Europe,2009,Transport,N2O,25.257
South Korea,Asia,2012,Transport,N2O,12.804
Canada,North America,2003,Industrial Processes,SF6,2.133
Brazil,South America,2017,Buildings,CH4,1.592
South Korea,Asia,2022,Agriculture,HFCs,1.737
India,Asia,2019,Agriculture,CH4,751.429
Germany,Europe,2007,Agriculture,N2O,19.237
Indonesia,Asia,2004,Land Use,CO2,74.671
Japan,Asia,2022,Land Use,N2O,0.1
India,Asia,2008,Transport,SF6,6.055
India,Asia,2015,Land Use,N2O,64.606
Japan,Asia,2020,Buildings,CO2,
Mexico,North America,2005,Buildings,CH4,6.548
France,Europe,2001,Land Use,N2O,1.379
Australia,Oceania,2011,Energy,N2O,9.945
Russia,Europe,2019,Transport,SF6,2.856
China,Asia,2009,Buildings,CO2,602.964
Australia,Oceania,2023,Land Use,CO2,6.292
Japan,Asia,2015,Transport,N2O,19.843
South Africa,Africa,2020,Buildings,CO2,11.708
Japan,Asia,2007,Agriculture,CO2,4.084
Australia,Oceania,2010,Industrial Processes,SF6,1.458
United States,North America,2010,Energy,CO2,1295.685
Russia,Europe,2007,Industrial Processes,CH4,1.048
India,Asia,2002,Industrial Processes,N2O,7.08
China,Asia,2012,Transport,CH4,111.344
United Kingdom,Europe,2000,Industrial Processes,HFCs,1.114
China,Asia,2019,Buildings,HFCs,230.141
United Kingdom,Europe,2008,Manufacturing,N2O,5.291
Australia,Oceania,2016,Buildings,SF6,0.376
United Kingdom,Europe,2004,Industrial Processes,CH4,-0.217
Indonesia,Asia,2019,,HFCs,13.252
Russia,Europe,2008,Industrial Processes,HFCs,4.972
Brazil,South America,2005,Industrial Processes,SF6,1.326
Brazil,South America,2022,Manufacturing,N2O,7.292
Indonesia,Asia,2020,Waste,CO2,12.8
South Africa,Africa,2000,Energy,SF6,4.407
South Korea,Asia,2019,Manufacturing,SF6,11.747
Canada,North America,2015,Waste,HFCs,0.287
United Kingdom,Europe,2012,Waste,HFCs,0.1
South Korea,Asia,2001,Industrial Processes,N2O,1.4
United States,North America,2023,Industrial Processes,CO2,22.189
Japan,Asia,2008,Transport,SF6,2.302
France,Europe,2011,Buildings,CO2,38.35
Canada,North America,2017,Waste,CO2,5.393
Mexico,North America,2001,Agriculture,N2O,18.908
Russia,Europe,2014,Buildings,SF6,1.273
India,Asia,2005,Manufacturing,HFCs,71.082
Australia,Oceania,2014,Industrial Processes,CH4,0.475
France,Europe,2002,Manufacturing,N2O,2.038
China,Asia,2018,Buildings,N2O,168.486
,Asia,2015,Industrial Processes,N2O,1.689
Australia,Oceania,2022,Industrial Processes,HFCs,2.695
Mexico,North America,2001,Land Use,SF6,0.148
Indonesia,Asia,2005,Agriculture,CO2,16.84
South Africa,Africa,2005,Energy,N2O,12.085
Mexico,North America,2023,Industrial Processes,HFCs,1.594
Germany,Europe,2016,Energy,,115.011
Russia,Europe,2014,Energy,N2O,41.156
Canada,North America,2008,Land Use,HFCs,0.537
Germany,Europe,2017,Energy,CH4,34.468
India,Asia,2023,Transport,N2O,103.793
Canada,North America,2019,Energy,N2O,11.817
Mexico,North America,2001,Energy,CO2,94.552
Brazil,South America,2021,Agriculture,HFCs,12.293
Australia,Oceania,2005,Land Use,CO2,6.465
Brazil,South America,2019,Waste,CO2,7.822
Canada,North America,2008,Energy,SF6,5.393
Brazil,South America,2013,Land Use,CH4,50.105
Canada,North America,2004,Industrial Processes,CH4,0.721
Mexico,North America,2014,Land Use,N2O,5.498
Brazil,South America,2005,Waste,CO2,
United States,North America,2021,Land Use,SF6,1.061
Australia,Oceania,2013,Industrial Processes,SF6,1.557
South Korea,Asia,2023,Land Use,SF6,0.1
Indonesia,Asia,2007,Industrial Processes,HFCs,2.223
Brazil,South America,2001.0,Land Use,HFCs,8.973
Japan,Asia,2014,Energy,HFCs,12.54
Japan,Asia,2000,Energy,CH4,89.403
Japan,Asia,2014,Industrial Processes,N2O,1.007
Brazil,South America,2008,Manufacturing,CO2,45.335
Japan,Asia,2013,Buildings,CO2,64.601
South Africa,Africa,2017,Agriculture,CH4,39.682
Russia,Europe,2003,Energy,HFCs,27.292
China,Asia,2000,Buildings,HFCs,109.605
Canada,North America,2005,Transport,CH4,9.001
Russia,Europe,2016,Energy,SF6,16.242
Indonesia,Asia,2004,Manufacturing,HFCs,7.518
Japan,Asia,2009,Industrial Processes,CH4,0.525
United Kingdom,Europe,2009,Energy,SF6,1.884
United States,North America,2008,Waste,SF6,1.745
South Africa,Africa,2013,Buildings,CH4,3.241
United Kingdom,Europe,2020,Land Use,N2O,0.903
Russia,Europe,2014,Industrial Processes,CO2,9.047
China,Asia,2019,Waste,SF6,11.288
South Africa,Africa,2010,Manufacturing,SF6,3.48
Indonesia,Asia,2001,Energy,CO2,198.138
Indonesia,Asia,2006,Agriculture,CO2,
Russia,Europe,2010,Energy,SF6,17.373
United Kingdom,Europe,2003,Energy,CO2,85.282
India,Asia,2014,Land Use,SF6,1.734
Canada,North America,2004,Transport,SF6,1.841
Germany,Europe,2013,Waste,CO2,4.967
France,Europe,2001,Industrial Processes,CO2,1.992
Japan,Asia,2002,Waste,CO2,
Mexico,North America,2021,Land Use,HFCs,0.755
Canada,North America,2022,Transport,HFCs,6.541
South Africa,Africa,2011,Agriculture,CH4,41.168
Japan,Asia,2007,Industrial Processes,HFCs,2.871
Mexico,North America,2021,Buildings,HFCs,7.974
Russia,Europe,2020,Transport,HFCs,9.128
United States,North America,2010,Industrial Processes,CO2,25.703
South Africa,Africa,2015,Land Use,CO2,4.168
United Kingdom,Europe,2002,Energy,N2O,5.81
Japan,Asia,2005,Transport,CH4,11.797
Japan,Asia,2005,Land Use,SF6,0.1
United States,North America,2005,Waste,N2O,28.682
Canada,North America,2014,Buildings,HFCs,12.475
Brazil,South America,2016,Agriculture,N2O,97.263
South Korea,Asia,2000,Manufacturing,HFCs,17.746
Japan,Asia,2007,Waste,N2O,5.573
Australia,Oceania,2015,Transport,SF6,0.899
Brazil,South America,2005,Agriculture,CO2,29.407
Mexico,North America,2004,Buildings,CO2,25.964
Mexico,North America,2021,Industrial Processes,N2O,0.664
South Africa,Africa,2019,Manufacturing,HFCs,7.092
Indonesia,Asia,2016,Buildings,CH4,1.893
,Europe,2010,Buildings,CH4,22.0
Indonesia,Asia,2022,Waste,CO2,14.505
,North America,2009,Buildings,SF6,0.446
United Kingdom,Europe,2021,Industrial Processes,CH4,0.133
Canada,North America,2010,Manufacturing,SF6,3.353
China,Asia,2017,Land Use,N2O,271.466
Germany,Europe,2010,Industrial Processes,SF6,1.927
Canada,North America,2002,Agriculture,CO2,7.751
South Korea,Asia,2020,Waste,CH4,
Australia,Oceania,2009,Buildings,CO2,19.367
United States,North America,2021,Buildings,N2O,66.894
Mexico,North America,2023,Transport,SF6,1.527
Canada,North America,2016,Land Use,CH4,2.558
South Africa,Africa,2015,Waste,SF6,0.247
Mexico,North America,2006,Manufacturing,SF6,3.708
South Africa,Africa,2008,Waste,CO2,4.774
France,Europe,2019,Energy,N2O,3.416
India,Asia,2001,Manufacturing,N2O,64.471
Indonesia,Asia,2000,Industrial Processes,N2O,0.841
Russia,Europe,2009,Buildings,SF6,1.341
Canada,North America,2006,Transport,SF6,1.811
Japan,Asia,2000,Land Use,SF6,0.1
China,Asia,2006,Agriculture,N2O,400.922
United Kingdom,Europe,2017,Energy,HFCs,2.587
India,Asia,2004,Manufacturing,HFCs,75.74
Japan,Asia,2014,Buildings,CO2,58.122
France,Europe,2010,Buildings,N2O,6.686
Russia,Europe,2019,Land Use,CH4,7.012
United Kingdom,Europe,2021,Industrial Processes,SF6,0.403
Australia,Oceania,2018,Agriculture,HFCs,3.515
Indonesia,Asia,2018,Buildings,N2O,13.0
Germany,Europe,2014,Manufacturing,CH4,11.895
South Africa,Africa,2006,Land Use,CO2,3.902
Brazil,South America,2016,Buildings,CH4,1.525
Japan,Asia,2017,Land Use,N2O,0.1
France,Europe,2001,Buildings,SF6,0.797
Brazil,South America,2007,Transport,CO2,110.997
Brazil,South America,2022,Transport,SF6,1.588
Indonesia,Asia,2000,Transport,HFCs,3.874
Russia,Europe,2001,Agriculture,SF6,2.061
Mexico,North America,2015,Manufacturing,CH4,7.382
Brazil,South America,2017,Buildings,N2O,1.105
Brazil,South America,2009,Buildings,HFCs,1.349
South Korea,Asia,2008,Waste,HFCs,0.221
China,Asia,2008,Land Use,HFCs,20.716
South Korea,Asia,2008,Agriculture,CO2,3.86
